Epochs,Training Loss,Validation Loss
488.0,1.9256339021608782e+21,4.992349732999162e+20
489.0,1.9256339021608782e+21,4.992349732999162e+20
490.0,1.9256339021608782e+21,4.992349732999162e+20
491.0,1.9256339021608782e+21,4.992349732999162e+20
492.0,1.9256339021608782e+21,4.992349732999162e+20
493.0,1.9256339021608782e+21,4.992349732999162e+20
494.0,1.9256339021608782e+21,4.992349732999162e+20
495.0,1.9256339021608782e+21,4.992349732999162e+20
496.0,1.9256339021608782e+21,4.992349732999162e+20
497.0,1.9256339021608782e+21,4.992349732999162e+20
498.0,1.9256339021608782e+21,4.992349732999162e+20
499.0,1.9256339021608782e+21,4.992349732999162e+20
500.0,1.9256339021608782e+21,4.992349732999162e+20
501.0,1.9256339021608782e+21,4.992349732999162e+20
502.0,1.9256339021608782e+21,4.992349732999162e+20
503.0,1.9256339021608782e+21,4.992349732999162e+20
504.0,1.9256339021608782e+21,4.992349732999162e+20
505.0,1.9256339021608782e+21,4.992349732999162e+20
506.0,1.9256339021608782e+21,4.992349732999162e+20
507.0,1.9256339021608782e+21,4.992349732999162e+20
508.0,1.9256339021608782e+21,4.992349732999162e+20
509.0,1.9256339021608782e+21,4.992349732999162e+20
510.0,1.9256339021608782e+21,4.992349732999162e+20
511.0,1.9256339021608782e+21,4.992349732999162e+20
512.0,1.9256339021608782e+21,4.992349732999162e+20
513.0,1.9256339021608782e+21,4.992349732999162e+20
514.0,1.9256339021608782e+21,4.992349732999162e+20
